FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput
strnlen, gnuit-4.9.5\lib\strnlen.c, 6, 1, 2, 0, 0, 4, 2
knuth_morris_pratt_multibyte, gnuit-4.9.5\lib\mbsstr.c, 83, 97, 18, 4, 24, 9, 14
mbslen, gnuit-4.9.5\lib\mbslen.c, 15, 3, 3, 2, 1, 7, 9
mbsstr, gnuit-4.9.5\lib\mbsstr.c, 131, 88, 30, 6, 73, 8, 14
locale_charset, gnuit-4.9.5\lib\localcharset.c, 23, 12, 5, 2, 2, 1, 6
safe_read, gnuit-4.9.5\lib\safe-read.c, 17, 5, 5, 2, 4, 1, 2
is_cjk_encoding, gnuit-4.9.5\lib\uniwidth\cjk.h, 15, 2, 2, 1, 1, 2, 2
critical_factorization, gnuit-4.9.5\lib\str-two-way.h, 73, 50, 14, 3, 7, 4, 4
signal_handlers, gnuit-4.9.5\src\signals.c, 13, 2, 2, 1, 1, 5, 0
signals_init, gnuit-4.9.5\src\signals.c, 9, 1, 1, 0, 0, 3, 0
memmove, gnuit-4.9.5\lib\memmove.c, 15, 5, 5, 2, 1, 7, 1
argmatch, gnuit-4.9.5\lib\argmatch.c, 33, 11, 7, 4, 6, 6, 4
adjust_value, gnuit-4.9.5\lib\human.c, 10, 2, 2, 1, 0, 3, 1
default_block_size, gnuit-4.9.5\lib\human.c, 5, 1, 2, 0, 0, 2, 2
group_number, gnuit-4.9.5\lib\human.c, 30, 9, 6, 2, 2, 5, 3
human_options, gnuit-4.9.5\lib\human.c, 11, 2, 2, 1, 0, 3, 4
humblock, gnuit-4.9.5\lib\human.c, 46, 17, 9, 5, 7, 5, 7
xsetenv, gnuit-4.9.5\src\misc.h, 11, 2, 2, 1, 0, 5, 3
tty_get_color_index, gnuit-4.9.5\src\tty.c, 10, 3, 4, 2, 3, 4, 2
common_configuration_init, gnuit-4.9.5\src\misc.c, 15, 2, 2, 1, 1, 5, 7
compute_directories, gnuit-4.9.5\src\misc.c, 10, 1, 1, 0, 0, 3, 0
configuration_fatal_error, gnuit-4.9.5\src\misc.c, 8, 1, 1, 0, 0, 4, 2
configuration_warning, gnuit-4.9.5\src\misc.c, 29, 1, 1, 0, 0, 3, 2
display_exit_message, gnuit-4.9.5\src\misc.c, 9, 1, 1, 0, 0, 9, 4
fatal_signal, gnuit-4.9.5\src\misc.c, 28, 4, 4, 1, 6, 2, 6
get_file_length, gnuit-4.9.5\src\misc.c, 10, 1, 1, 0, 0, 1, 2
get_file_type_info, gnuit-4.9.5\src\misc.c, 47, 99, 9, 2, 7, 2, 10
get_login_name, gnuit-4.9.5\src\misc.c, 18, 2, 2, 1, 1, 4, 5
get_string_var, gnuit-4.9.5\src\misc.c, 10, 2, 2, 1, 1, 5, 3
is_a_bg_command, gnuit-4.9.5\src\misc.c, 14, 4, 4, 2, 6, 2, 2
is_an_empty_command, gnuit-4.9.5\src\misc.c, 9, 3, 3, 2, 3, 2, 1
needs_quotes, gnuit-4.9.5\src\misc.c, 18, 3, 3, 2, 3, 3, 2
specific_configuration_init, gnuit-4.9.5\src\misc.c, 48, 5, 5, 4, 7, 9, 10
truncate_string, gnuit-4.9.5\src\misc.c, 10, 1, 2, 0, 0, 4, 4
update_path, gnuit-4.9.5\src\misc.c, 14, 2, 2, 1, 1, 2, 6
refresh, gnuit-4.9.5\src\gitps.c, 25, 8, 5, 1, 0, 6, 12
tty_defaults, gnuit-4.9.5\src\tty.h, 12, 4, 3, 1, 0, 17, 6
tty_put_screen, gnuit-4.9.5\src\tty.c, 8, 1, 1, 0, 0, 6, 2
tty_set_mode, gnuit-4.9.5\src\tty.c, 37, 2, 2, 1, 1, 13, 2
my_system, gnuit-4.9.5\src\system.c, 74, 62, 15, 3, 6, 8, 12
report_undefined_key, gnuit-4.9.5\src\gitps.c, 26, 2, 3, 1, 1, 4, 16
dir_len, gnuit-4.9.5\lib\dirname.c, 19, 3, 6, 2, 2, 2, 2
dir_name, gnuit-4.9.5\lib\dirname.c, 15, 2, 2, 1, 0, 1, 4
il_backward_char, gnuit-4.9.5\src\inputline.c, 9, 2, 2, 1, 0, 5, 3
il_backward_delete_char, gnuit-4.9.5\src\inputline.c, 16, 3, 3, 2, 0, 9, 9
il_backward_kill_word, gnuit-4.9.5\src\inputline.c, 17, 3, 3, 1, 2, 4, 6
il_backward_word, gnuit-4.9.5\src\inputline.c, 14, 5, 4, 2, 0, 6, 4
il_beginning_of_line, gnuit-4.9.5\src\inputline.c, 6, 1, 1, 0, 0, 6, 3
il_capitalize_word, gnuit-4.9.5\src\inputline.c, 23, 5, 5, 4, 1, 5, 7
il_delete_char, gnuit-4.9.5\src\inputline.c, 15, 3, 3, 2, 0, 7, 8
il_delete_horizontal_space, gnuit-4.9.5\src\inputline.h, 12, 5, 4, 2, 0, 6, 4
il_downcase_word, gnuit-4.9.5\src\inputline.c, 13, 3, 3, 2, 0, 5, 5
il_echo, gnuit-4.9.5\src\inputline.c, 8, 1, 1, 0, 0, 4, 3
il_end, gnuit-4.9.5\src\inputline.c, 8, 1, 1, 0, 0, 4, 4
il_end_of_line, gnuit-4.9.5\src\inputline.c, 6, 1, 1, 0, 0, 5, 3
il_exchange_point_and_mark, gnuit-4.9.5\src\inputline.c, 7, 1, 1, 0, 0, 4, 3
il_forward_char, gnuit-4.9.5\src\inputline.c, 9, 2, 2, 1, 0, 5, 3
il_forward_word, gnuit-4.9.5\src\inputline.c, 14, 5, 4, 2, 0, 9, 4
il_free, gnuit-4.9.5\src\inputline.c, 12, 5, 4, 1, 1, 6, 1
il_get_contents, gnuit-4.9.5\src\inputline.c, 8, 1, 1, 0, 0, 8, 4
il_history, gnuit-4.9.5\src\inputline.c, 67, 19, 13, 3, 8, 9, 17
il_init, gnuit-4.9.5\src\inputline.c, 23, 2, 4, 1, 0, 8, 20
il_insert_char, gnuit-4.9.5\src\inputline.c, 17, 3, 3, 1, 1, 9, 10
il_is_empty, gnuit-4.9.5\src\inputline.c, 5, 1, 1, 0, 0, 3, 1
il_just_one_space, gnuit-4.9.5\src\inputline.c, 10, 2, 2, 1, 0, 4, 4
il_kill_line, gnuit-4.9.5\src\inputline.c, 11, 1, 1, 0, 0, 7, 7
il_kill_region, gnuit-4.9.5\src\inputline.c, 6, 1, 1, 0, 0, 1, 3
il_kill_ring_save, gnuit-4.9.5\src\inputline.c, 6, 1, 1, 0, 0, 1, 3
il_kill_to_beginning_of_line, gnuit-4.9.5\src\inputline.c, 11, 1, 3, 0, 0, 6, 6
il_kill_to_end_of_line, gnuit-4.9.5\src\inputline.c, 10, 1, 2, 0, 0, 4, 6
il_kill_word, gnuit-4.9.5\src\inputline.c, 18, 3, 3, 1, 2, 4, 6
il_point, gnuit-4.9.5\src\inputline.c, 5, 1, 1, 0, 0, 4, 1
il_reset_line, gnuit-4.9.5\src\inputline.h, 12, 1, 1, 0, 0, 8, 10
il_resize, gnuit-4.9.5\src\inputline.c, 8, 1, 1, 0, 0, 6, 4
il_set_error_flag, gnuit-4.9.5\src\inputline.c, 6, 1, 1, 0, 0, 2, 2
il_set_mark, gnuit-4.9.5\src\inputline.c, 5, 1, 1, 0, 0, 8, 2
il_set_static_text, gnuit-4.9.5\src\inputline.c, 19, 2, 2, 1, 0, 10, 14
il_upcase_word, gnuit-4.9.5\src\inputline.c, 13, 3, 3, 2, 0, 5, 5
il_yank, gnuit-4.9.5\src\inputline.c, 9, 2, 2, 1, 0, 3, 3
is_basic, gnuit-4.9.5\lib\mbchar.h, 6, 1, 1, 0, 0, 3, 1
mb_width_aux, gnuit-4.9.5\lib\mbchar.h, 6, 1, 3, 0, 0, 1, 3
error, gnuit-4.9.5\lib\error.c, 14, 2, 2, 1, 1, 8, 6
error_at_line, gnuit-4.9.5\lib\error.c, 28, 5, 5, 2, 3, 8, 7
error_tail, gnuit-4.9.5\lib\error.c, 13, 4, 3, 1, 1, 6, 8
print_errno_message, gnuit-4.9.5\lib\error.c, 9, 2, 2, 1, 0, 2, 3
rpl_rename, gnuit-4.9.5\lib\rename.c, 18, 4, 3, 1, 1, 2, 6
strnlen1, gnuit-4.9.5\lib\strnlen1.c, 9, 2, 2, 1, 1, 3, 2
mbsinit, gnuit-4.9.5\lib\mbsinit.c, 6, 1, 1, 0, 0, 3, 1
mbuiter_multi_copy, gnuit-4.9.5\lib\mbuiter.h, 10, 2, 2, 1, 1, 6, 6
mbuiter_multi_reloc, gnuit-4.9.5\lib\mbuiter.h, 5, 1, 1, 0, 0, 1, 2
orig_lstat, gnuit-4.9.5\lib\lstat.c, 5, 1, 1, 0, 0, 3, 2
rpl_lstat, gnuit-4.9.5\lib\lstat.c, 17, 5, 5, 1, 4, 3, 7
__argmatch_die, gnuit-4.9.5\lib\argmatch.c, 5, 1, 1, 0, 0, 2, 1
__xargmatch_internal, gnuit-4.9.5\lib\argmatch.c, 14, 2, 2, 1, 1, 5, 4
argmatch_invalid, gnuit-4.9.5\lib\argmatch.c, 9, 1, 2, 0, 0, 4, 3
argmatch_to_argument, gnuit-4.9.5\lib\argmatch.c, 11, 3, 3, 2, 3, 4, 2
argmatch_valid, gnuit-4.9.5\lib\argmatch.c, 20, 3, 3, 2, 1, 4, 4
uc_width, gnuit-4.9.5\lib\uniwidth\width.c, 48, 19, 12, 4, 19, 5, 2
rpl_wcwidth, gnuit-4.9.5\lib\wcwidth.c, 13, 2, 4, 1, 1, 1, 5
clone_quoting_options, gnuit-4.9.5\lib\quotearg.c, 9, 1, 2, 0, 0, 2, 3
get_quoting_style, gnuit-4.9.5\lib\quotearg.c, 5, 1, 2, 0, 0, 3, 1
quotearg, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 1, 2
quotearg_alloc, gnuit-4.9.5\lib\quotearg.c, 6, 1, 1, 0, 0, 3, 2
quotearg_alloc_mem, gnuit-4.9.5\lib\quotearg.h, 17, 2, 4, 1, 0, 9, 5
quotearg_buffer, gnuit-4.9.5\lib\quotearg.c, 12, 1, 2, 0, 0, 9, 3
quotearg_char, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 3, 2
quotearg_char_mem, gnuit-4.9.5\lib\quotearg.c, 8, 1, 1, 0, 0, 6, 3
quotearg_colon, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 1, 2
quotearg_colon_mem, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 2, 2
quotearg_free, gnuit-4.9.5\lib\quotearg.c, 20, 8, 4, 1, 0, 5, 6
quotearg_mem, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 2, 2
quotearg_n, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 4, 2
quotearg_n_mem, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 5, 2
quotearg_n_style_mem, gnuit-4.9.5\lib\quotearg.c, 7, 1, 1, 0, 0, 5, 3
quotearg_style, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 2, 2
quotearg_style_mem, gnuit-4.9.5\lib\quotearg.c, 5, 1, 1, 0, 0, 3, 2
set_char_quoting, gnuit-4.9.5\lib\quotearg.c, 11, 1, 2, 0, 0, 6, 1
set_quoting_flags, gnuit-4.9.5\lib\quotearg.c, 10, 2, 2, 1, 0, 4, 2
set_quoting_style, gnuit-4.9.5\lib\quotearg.c, 5, 1, 2, 0, 0, 3, 2
xmemdup, gnuit-4.9.5\lib\xmalloc.c, 5, 1, 1, 0, 0, 4, 3
gettext_quote, gnuit-4.9.5\lib\quotearg.c, 8, 2, 2, 1, 0, 3, 1
quotearg_buffer_restyled, gnuit-4.9.5\lib\quotearg.c, 298, 38277377, 214, 8, 348, 10, 12
quotearg_n_options, gnuit-4.9.5\lib\quotearg.c, 41, 16, 9, 2, 1, 18, 13
quoting_options_from_style, gnuit-4.9.5\lib\quotearg.c, 9, 1, 1, 0, 0, 4, 4
rpl_utime, gnuit-4.9.5\lib\utime.c, 7, 2, 2, 1, 1, 2, 3
utime_null, gnuit-4.9.5\lib\utime.c, 28, 10, 5, 2, 0, 2, 4
_unsetenv, gnuit-4.9.5\lib\putenv.c, 26, 4, 5, 3, 2, 2, 6
putenv, gnuit-4.9.5\lib\putenv.c, 35, 10, 6, 2, 6, 1, 8
fatal, gnuit-4.9.5\src\gitps.c, 8, 1, 1, 0, 0, 12, 4
hide, gnuit-4.9.5\src\git.c, 7, 1, 1, 0, 0, 1, 3
update_all, gnuit-4.9.5\src\gitps.c, 24, 7, 5, 2, 2, 11, 5
wipe, gnuit-4.9.5\src\gitwipe.c, 38, 6, 6, 2, 6, 3, 8
tty_end_cursorapp, gnuit-4.9.5\src\tty.c, 7, 1, 1, 0, 0, 6, 3
tty_fill, gnuit-4.9.5\src\tty.c, 9, 1, 1, 0, 0, 6, 2
tty_get_key, gnuit-4.9.5\src\tty.c, 73, 3616, 18, 3, 9, 15, 16
tty_get_previous_key_seq, gnuit-4.9.5\src\tty.c, 5, 1, 1, 0, 0, 4, 1
tty_get_symbol_key_seq, gnuit-4.9.5\src\tty.c, 10, 3, 3, 2, 3, 7, 2
tty_key_human2machine, gnuit-4.9.5\src\tty.c, 28, 6, 6, 4, 12, 6, 2
tty_key_list_insert, gnuit-4.9.5\src\tty.c, 18, 7, 5, 2, 4, 8, 2
tty_key_machine2human, gnuit-4.9.5\src\tty.c, 36, 13, 8, 2, 5, 6, 4
tty_resize, gnuit-4.9.5\src\tty.c, 48, 576, 11, 1, 4, 11, 13
tty_set_last_char_flag, gnuit-4.9.5\src\tty.c, 6, 1, 1, 0, 0, 4, 1
tty_start_cursorapp, gnuit-4.9.5\src\tty.c, 6, 1, 1, 0, 0, 6, 2
char_to_print, gnuit-4.9.5\src\gitview.c, 10, 2, 3, 1, 1, 3, 2
clean_up, gnuit-4.9.5\src\git.c, 7, 1, 1, 0, 0, 1, 3
cursor_update, gnuit-4.9.5\src\gitview.c, 8, 2, 2, 1, 1, 7, 2
fatal, gnuit-4.9.5\src\git.c, 9, 2, 2, 1, 0, 3, 5
getopt, gnuit-4.9.5\lib\getopt.c, 6, 1, 1, 0, 0, 6, 2
file_length, gnuit-4.9.5\src\gitview.c, 11, 2, 2, 1, 1, 4, 2
hide, gnuit-4.9.5\src\gitview.c, 7, 1, 1, 0, 0, 1, 3
main, gnuit-4.9.5\src\gitps.c, 326, 247696, 78, 5, 596, 29, 78
read_keys, gnuit-4.9.5\src\gitps.c, 46, 145, 11, 4, 13, 4, 9
remove_log, gnuit-4.9.5\src\gitps.c, 8, 4, 3, 1, 0, 5, 1
resize, gnuit-4.9.5\src\gitps.c, 35, 25, 12, 2, 3, 15, 8
set_header, gnuit-4.9.5\src\gitps.c, 10, 1, 2, 0, 0, 6, 6
set_status, gnuit-4.9.5\src\gitps.c, 20, 4, 5, 1, 2, 11, 7
tty_init, gnuit-4.9.5\src\tty.c, 24, 3, 3, 1, 2, 6, 16
update_line, gnuit-4.9.5\src\gitview.c, 41, 2, 3, 1, 1, 5, 6
update_all, gnuit-4.9.5\src\gitview.c, 11, 2, 2, 1, 0, 6, 3
clock_refresh, gnuit-4.9.5\src\gitview.c, 4, 1, 1, 0, 0, 0, 0
find, gnuit-4.9.5\src\gitwhich.c, 29, 5, 4, 2, 0, 3, 6
fatal, gnuit-4.9.5\src\gitview.c, 8, 1, 1, 0, 0, 2, 4
strndup, gnuit-4.9.5\lib\strndup.c, 10, 2, 2, 1, 1, 3, 4
xstrtol_fatal, gnuit-4.9.5\lib\xstrtol-error.c, 8, 1, 1, 0, 0, 6, 2
my_usleep, gnuit-4.9.5\lib\nanosleep.c, 19, 3, 3, 2, 1, 1, 0
rpl_nanosleep, gnuit-4.9.5\lib\nanosleep.c, 27, 6, 4, 2, 0, 2, 4
sigaction, gnuit-4.9.5\lib\sigaction.c, 56, 43, 11, 3, 16, 3, 3
sighandler, gnuit-4.9.5\lib\nanosleep.c, 5, 1, 1, 0, 0, 0, 1
get_charset_aliases, gnuit-4.9.5\lib\localcharset.c, 34, 2, 2, 1, 0, 2, 2
rpl_gettimeofday, gnuit-4.9.5\lib\gettimeofday.c, 8, 1, 1, 0, 0, 0, 1
usage, gnuit-4.9.5\src\git.c, 11, 1, 1, 0, 0, 2, 1
tty_clear, gnuit-4.9.5\src\tty.c, 11, 1, 1, 0, 0, 10, 4
tty_flush, gnuit-4.9.5\src\tty.c, 15, 3, 3, 2, 2, 10, 2
tty_get_mode, gnuit-4.9.5\src\tty.c, 5, 1, 1, 0, 0, 2, 1
tty_getc, gnuit-4.9.5\src\tty.c, 14, 3, 4, 1, 1, 3, 8
tty_io_clear, gnuit-4.9.5\src\tty.c, 6, 1, 1, 0, 0, 5, 2
tty_key_print, gnuit-4.9.5\src\tty.c, 25, 1, 1, 0, 0, 6, 12
tty_key_print_async, gnuit-4.9.5\src\tty.c, 9, 2, 2, 1, 0, 3, 2
tty_key_search, gnuit-4.9.5\src\tty.c, 21, 8, 6, 2, 7, 5, 5
tty_key_search_restart, gnuit-4.9.5\src\tty.c, 5, 1, 1, 0, 0, 2, 1
tty_set_interrupt_char, gnuit-4.9.5\src\tty.h, 11, 1, 1, 0, 0, 3, 1
set_title, gnuit-4.9.5\src\gitview.c, 10, 1, 2, 0, 0, 6, 6
tty_extract_key, gnuit-4.9.5\src\tty.c, 13, 2, 2, 1, 1, 3, 4
tty_get_capabilities, gnuit-4.9.5\src\tty.c, 118, 2084, 19, 3, 16, 13, 20
tty_end, gnuit-4.9.5\src\gitkeys.c, 7, 1, 1, 0, 0, 2, 0
tty_io_background, gnuit-4.9.5\src\tty.c, 18, 3, 3, 1, 2, 6, 5
tty_io_brightness, gnuit-4.9.5\src\tty.c, 27, 7, 6, 2, 2, 7, 7
tty_io_colors, gnuit-4.9.5\src\tty.c, 8, 1, 1, 0, 0, 2, 3
tty_io_foreground, gnuit-4.9.5\src\tty.c, 18, 3, 3, 1, 2, 6, 5
tty_io_goto, gnuit-4.9.5\src\tty.c, 13, 4, 3, 1, 1, 9, 3
tty_io_reversevid, gnuit-4.9.5\src\tty.c, 27, 7, 6, 2, 2, 8, 7
tty_is_xterm, gnuit-4.9.5\src\tty.c, 15, 2, 2, 1, 1, 3, 3
tty_key_list_insert_sequence, gnuit-4.9.5\src\tty.c, 13, 1, 1, 0, 0, 4, 6
tty_read, gnuit-4.9.5\src\tty.c, 14, 4, 3, 1, 0, 5, 5
tty_reversevid, gnuit-4.9.5\src\tty.c, 6, 1, 1, 0, 0, 2, 1
tty_writec, gnuit-4.9.5\src\tty.c, 9, 2, 2, 1, 0, 4, 4
tty_writes, gnuit-4.9.5\src\tty.c, 11, 2, 2, 1, 0, 7, 4
add_to_environment, gnuit-4.9.5\src\git.c, 15, 3, 3, 2, 1, 4, 2
command_expand, gnuit-4.9.5\src\git.c, 240, 1240, 58, 5, 558, 12, 20
dir_history_add, gnuit-4.9.5\src\git.c, 9, 1, 1, 0, 0, 5, 5
dir_history_next, gnuit-4.9.5\src\git.c, 11, 2, 2, 1, 1, 6, 3
dir_history_prev, gnuit-4.9.5\src\git.c, 11, 2, 2, 1, 1, 5, 3
dir_history_reset, gnuit-4.9.5\src\git.c, 14, 3, 3, 2, 0, 3, 4
clock_refresh, gnuit-4.9.5\src\title.c, 33, 10, 7, 1, 2, 9, 15
file_length, gnuit-4.9.5\src\gitwipe.c, 10, 1, 1, 0, 0, 2, 2
il_build_help_from_string, gnuit-4.9.5\src\git.c, 20, 2, 2, 1, 0, 2, 3
il_dispatch_commands, gnuit-4.9.5\src\git.c, 101, 40, 40, 2, 302, 5, 26
il_fix_text, gnuit-4.9.5\src\git.c, 25, 5, 5, 2, 3, 2, 6
il_history_add_entry, gnuit-4.9.5\src\git.c, 12, 2, 2, 1, 1, 3, 4
il_history_view_entry, gnuit-4.9.5\src\git.c, 9, 1, 2, 0, 0, 3, 2
il_isearch, gnuit-4.9.5\src\git.c, 92, 25, 16, 3, 16, 10, 17
panels_can_be_displayed, gnuit-4.9.5\src\git.c, 16, 5, 5, 3, 7, 5, 1
main, gnuit-4.9.5\src\git.c, 1156, 999999999, 214, 9, 2072, 51, 143
read_keys, gnuit-4.9.5\src\git.c, 90, 8193, 21, 4, 18, 8, 25
remove_log, gnuit-4.9.5\src\system.h, 8, 4, 3, 1, 0, 5, 1
reread, gnuit-4.9.5\src\git.c, 6, 1, 1, 0, 0, 3, 1
report_undefined_key, gnuit-4.9.5\src\git.c, 26, 4, 3, 1, 2, 2, 12
set_prompt, gnuit-4.9.5\src\git.c, 8, 1, 1, 0, 0, 3, 5
resize, gnuit-4.9.5\src\gitview.c, 29, 17, 9, 2, 2, 12, 6
sigaction_handler, gnuit-4.9.5\lib\sigaction.c, 28, 4, 4, 2, 2, 2, 3
__strtol_internal, gnuit-4.9.5\lib\strtol.c, 98, 24001, 25, 2, 23, 4, 6
build_ps_list, gnuit-4.9.5\src\gitps.c, 13, 2, 2, 1, 0, 3, 5
clean_up, gnuit-4.9.5\src\gitview.c, 5, 1, 1, 0, 0, 1, 1
free_ps_list, gnuit-4.9.5\src\gitps.c, 10, 2, 2, 1, 0, 3, 2
get_PID_index, gnuit-4.9.5\src\gitps.c, 20, 9, 7, 2, 4, 3, 5
fatal, gnuit-4.9.5\src\gitwhich.c, 7, 1, 1, 0, 0, 0, 1
kill_process, gnuit-4.9.5\src\gitps.c, 30, 40, 7, 2, 1, 8, 5
ps, gnuit-4.9.5\src\gitps.c, 73, 96, 12, 2, 3, 8, 17
main, gnuit-4.9.5\src\gitwhich.c, 12, 3, 3, 2, 3, 2, 4
read_ps_line, gnuit-4.9.5\src\gitps.c, 17, 4, 4, 2, 2, 4, 5
read_keys, gnuit-4.9.5\src\gitview.c, 46, 145, 11, 4, 13, 4, 9
refresh, gnuit-4.9.5\src\git.c, 37, 22, 7, 2, 2, 10, 16
refresh, gnuit-4.9.5\src\gitview.c, 49, 96, 10, 2, 3, 14, 17
report_undefined_key, gnuit-4.9.5\src\gitview.c, 26, 2, 3, 1, 1, 4, 16
resize, gnuit-4.9.5\src\git.c, 53, 33, 11, 3, 5, 8, 8
set_signal, gnuit-4.9.5\src\gitps.c, 21, 2, 2, 1, 0, 9, 4
set_header, gnuit-4.9.5\src\gitview.c, 10, 1, 2, 0, 0, 6, 6
set_status, gnuit-4.9.5\src\gitview.c, 9, 1, 2, 0, 0, 8, 6
tty_init, gnuit-4.9.5\src\gitkeys.c, 30, 1, 1, 0, 0, 1, 0
update_process, gnuit-4.9.5\src\gitps.c, 35, 6, 7, 2, 2, 14, 10
main, gnuit-4.9.5\src\gitview.c, 249, 39232, 76, 5, 155, 28, 63
rpl_mbrtowc, gnuit-4.9.5\lib\mbrtowc.c, 5, 1, 1, 0, 0, 4, 2
get_handler, gnuit-4.9.5\lib\sig-handler.h, 5, 1, 1, 0, 0, 0, 1
xstrtol_error, gnuit-4.9.5\lib\xstrtol-error.c, 36, 7, 6, 1, 7, 6, 2
__xreadlink, gnuit-4.9.5\src\xio.c, 18, 2, 3, 1, 1, 4, 3
il_compute_scroll, gnuit-4.9.5\src\inputline.c, 5, 1, 2, 0, 0, 5, 1
il_hide_static, gnuit-4.9.5\src\inputline.c, 11, 1, 1, 0, 0, 4, 7
il_region_command, gnuit-4.9.5\src\inputline.c, 38, 13, 6, 2, 2, 15, 13
il_restore_static, gnuit-4.9.5\src\inputline.c, 10, 1, 1, 0, 0, 5, 6
il_separator, gnuit-4.9.5\src\inputline.c, 13, 2, 2, 1, 1, 3, 1
x2realloc, gnuit-4.9.5\lib\xmalloc.c, 5, 1, 1, 0, 0, 2, 2
xzalloc, gnuit-4.9.5\lib\xmalloc.c, 5, 1, 1, 0, 0, 1, 3
_getopt_internal, gnuit-4.9.5\lib\getopt.c, 15, 1, 1, 0, 0, 14, 8
_getopt_initialize, gnuit-4.9.5\lib\getopt.c, 23, 4, 4, 1, 3, 6, 8
exchange, gnuit-4.9.5\lib\getopt.c, 39, 5, 5, 3, 1, 6, 3
base_name, gnuit-4.9.5\lib\basename.c, 21, 5, 4, 1, 2, 1, 6
install_handler, gnuit-4.9.5\src\signals.c, 13, 2, 1, 1, 1, 3, 1
panic, gnuit-4.9.5\src\signals.c, 7, 1, 1, 0, 0, 0, 2
resume, gnuit-4.9.5\src\signals.c, 11, 2, 2, 1, 0, 2, 4
time_change, gnuit-4.9.5\src\signals.c, 16, 3, 3, 2, 1, 3, 7
rpl_mkdir, gnuit-4.9.5\lib\sys_stat.in.h, 5, 1, 1, 0, 0, 0, 1
main, gnuit-4.9.5\src\gitkeys.c, 19, 3, 3, 2, 2, 0, 7
main, gnuit-4.9.5\src\gitwipe.c, 14, 4, 3, 1, 0, 2, 6
usage, gnuit-4.9.5\src\gitwipe.c, 6, 1, 1, 0, 0, 2, 3
usage, gnuit-4.9.5\src\gitview.c, 10, 1, 1, 0, 0, 2, 1
xalloc_die, gnuit-4.9.5\src\xmalloc.c, 6, 1, 1, 0, 0, 0, 2
xalloc_die, gnuit-4.9.5\lib\xalloc-die.c, 6, 1, 1, 0, 0, 6, 2
